,Language,Query,GitHubUrl,code,relevance
1495,Python,print model summary,https://github.com/LIVVkit/LIVVkit/blob/680120cd437e408673e62e535fc0a246c7fc17db/livvkit/components/numerics.py#L82-L87,"def _print_summary(module, case, summary): try: module.print_summary(case, summary) except (NotImplementedError, AttributeError): print("" Ran "" + case + ""!"") print("""")",3
1692,Python,print model summary,https://github.com/LIVVkit/LIVVkit/blob/680120cd437e408673e62e535fc0a246c7fc17db/livvkit/components/validation.py#L141-L149,"def _print_summary(module, case, summary): try: try: module.print_summary(summary[case]) except TypeError: module.print_summary(case, summary[case]) except (NotImplementedError, AttributeError): print("" Ran "" + case + ""!"") print("""")",3
1825,Python,print model summary,https://github.com/MillionIntegrals/vel/blob/e0726e1f63742b728966ccae0c8b825ea0ba491a/vel/util/summary.py#L11-L86,"def summary(model, input_size): """""" Print summary of the model """""" def register_hook(module): def hook(module, input, output): class_name = str(module.__class__).split('.')[-1].split(""'"")[0] module_idx = len(summary) m_key = '%s-%i' % (class_name, module_idx + 1) summary[m_key] = OrderedDict() summary[m_key]['input_shape'] = list(input[0].size()) summary[m_key]['input_shape'][0] = -1 if isinstance(output, (list, tuple)): summary[m_key]['output_shape'] = [[-1] + list(o.size())[1:] for o in output] else: summary[m_key]['output_shape'] = list(output.size()) summary[m_key]['output_shape'][0] = -1 params = 0 if hasattr(module, 'weight') and hasattr(module.weight, 'size'): params += torch.prod(torch.LongTensor(list(module.weight.size()))) summary[m_key]['trainable'] = module.weight.requires_grad if hasattr(module, 'bias') and hasattr(module.bias, 'size'): params += torch.prod(torch.LongTensor(list(module.bias.size()))) summary[m_key]['nb_params'] = params if (not isinstance(module, nn.Sequential) and not isinstance(module, nn.ModuleList) and not (module == model)): hooks.append(module.register_forward_hook(hook)) if torch.cuda.is_available(): dtype = torch.cuda.FloatTensor model = model.cuda() else: dtype = torch.FloatTensor model = model.cpu() # check if there are multiple inputs to the network if isinstance(input_size[0], (list, tuple)): x = [Variable(torch.rand(2, *in_size)).type(dtype) for in_size in input_size] else: x = Variable(torch.rand(2, *input_size)).type(dtype) # print(type(x[0])) # create properties summary = OrderedDict() hooks = [] # register hook model.apply(register_hook) # make a forward pass # print(x.shape) model(x) # remove these hooks for h in hooks: h.remove() print('----------------------------------------------------------------') line_new = '{:>20} {:>25} {:>15}'.format('Layer (type)', 'Output Shape', 'Param #') print(line_new) print('================================================================') total_params = 0 trainable_params = 0 for layer in summary: # input_shape, output_shape, trainable, nb_params line_new = '{:>20} {:>25} {:>15}'.format(layer, str(summary[layer]['output_shape']), '{0:,}'.format(summary[layer]['nb_params'])) total_params += summary[layer]['nb_params'] if 'trainable' in summary[layer]: if summary[layer]['trainable'] == True: trainable_params += summary[layer]['nb_params'] print(line_new) print('================================================================') print('Total params: {0:,}'.format(total_params)) print('Trainable params: {0:,}'.format(trainable_params)) print('Non-trainable params: {0:,}'.format(total_params - trainable_params)) print('----------------------------------------------------------------') # return summary",3
125,Python,print model summary,https://github.com/MillionIntegrals/vel/blob/e0726e1f63742b728966ccae0c8b825ea0ba491a/vel/api/model.py#L37-L51,"def summary(self, input_size=None, hashsummary=False): """""" Print a model summary """""" if input_size is None: print(self) print(""-"" * 120) number = sum(p.numel() for p in self.model.parameters()) print(""Number of model parameters: {:,}"".format(number)) print(""-"" * 120) else: summary(self, input_size) if hashsummary: for idx, hashvalue in enumerate(self.hashsummary()): print(f""{idx}: {hashvalue}"")",2
1220,Python,print model summary,https://github.com/dswah/pyGAM/blob/b3e5c3cd580f0a3ad69f9372861624f67760c325/pygam/pygam.py#L1572-L1661,"def summary(self): """"""produce a summary of the model statistics Parameters ---------- None Returns ------- None """""" if not self._is_fitted: raise AttributeError('GAM has not been fitted. Call fit first.') # high-level model summary width_details = 47 width_results = 58 model_fmt = [ (self.__class__.__name__, 'model_details', width_details), ('', 'model_results', width_results) ] model_details = [] objective = 'UBRE' if self.distribution._known_scale else 'GCV' model_details.append({'model_details': space_row('Distribution:', self.distribution.__class__.__name__, total_width=width_details), 'model_results': space_row('Effective DoF:', str(np.round(self.statistics_['edof'], 4)), total_width=width_results)}) model_details.append({'model_details': space_row('Link Function:', self.link.__class__.__name__, total_width=width_details), 'model_results': space_row('Log Likelihood:', str(np.round(self.statistics_['loglikelihood'], 4)), total_width=width_results)}) model_details.append({'model_details': space_row('Number of Samples:', str(self.statistics_['n_samples']), total_width=width_details), 'model_results': space_row('AIC: ', str(np.round(self.statistics_['AIC'], 4)), total_width=width_results)}) model_details.append({'model_results': space_row('AICc: ', str(np.round(self.statistics_['AICc'], 4)), total_width=width_results)}) model_details.append({'model_results': space_row(objective + ':', str(np.round(self.statistics_[objective], 4)), total_width=width_results)}) model_details.append({'model_results': space_row('Scale:', str(np.round(self.statistics_['scale'], 4)), total_width=width_results)}) model_details.append({'model_results': space_row('Pseudo R-Squared:', str(np.round(self.statistics_['pseudo_r2']['explained_deviance'], 4)), total_width=width_results)}) # term summary data = [] for i, term in enumerate(self.terms): # TODO bug: if the number of samples is less than the number of coefficients # we cant get the edof per term if len(self.statistics_['edof_per_coef']) == len(self.coef_): idx = self.terms.get_coef_indices(i) edof = np.round(self.statistics_['edof_per_coef'][idx].sum(), 1) else: edof = '' term_data = { 'feature_func': repr(term), 'lam': '' if term.isintercept else np.round(flatten(term.lam), 4), 'rank': '{}'.format(term.n_coefs), 'edof': '{}'.format(edof), 'p_value': '%.2e'%(self.statistics_['p_values'][i]), 'sig_code': sig_code(self.statistics_['p_values'][i]) } data.append(term_data) fmt = [ ('Feature Function', 'feature_func', 33), ('Lambda', 'lam', 20), ('Rank', 'rank', 12), ('EDoF', 'edof', 12), ('P > x', 'p_value', 12), ('Sig. Code', 'sig_code', 12) ] print( TablePrinter(model_fmt, ul='=', sep=' ')(model_details) ) print(""=""*106) print( TablePrinter(fmt, ul='=')(data) ) print(""=""*106) print(""Significance codes: 0 '***' 0.001 '**' 0.01 '*' 0.05 '.' 0.1 ' ' 1"") print() print(""WARNING: Fitting splines and a linear function to a feature introduces a model identifiability problem\n"" \ "" which can cause p-values to appear significant when they are not."") print() print(""WARNING: p-values calculated in this manner behave correctly for un-penalized models or models with\n"" \ "" known smoothing parameters, but when smoothing parameters have been estimated, the p-values\n"" \ "" are typically lower than they should be, meaning that the tests reject the null too readily."") # P-VALUE BUG warnings.warn(""KNOWN BUG: p-values computed in this summary are likely ""\ ""much smaller than they should be. \n \n""\ ""Please do not make inferences based on these values! \n\n""\ ""Collaborate on a solution, and stay up to date at: \n""\ ""github.com/dswah/pyGAM/issues/163 \n"", stacklevel=2)",2
1287,Python,print model summary,https://github.com/timothyb0912/pylogit/blob/f83b0fd6debaa7358d87c3828428f6d4ead71357/pylogit/base_multinomial_cm_v2.py#L1556-L1572,"def print_summaries(self): """""" Returns None. Will print the measures of fit and the estimation results for the model. """""" if hasattr(self, ""fit_summary"") and hasattr(self, ""summary""): print(""\n"") print(self.fit_summary) print(""="" * 30) print(self.summary) else: msg = ""This {} object has not yet been estimated so there "" msg_2 = ""are no estimation summaries to print."" raise NotImplementedError(msg.format(self.model_type) + msg_2) return None",2
979,Python,print model summary,https://github.com/ioam/lancet/blob/1fbbf88fa0e8974ff9ed462e3cb11722ddebdd6e/lancet/dynamic.py#L257-L265,"def summary(self): print('Varying Keys: %r' % self.key) print('Maximum steps allowed: %d' % self.max_steps) self._trace_summary() (val, arg) = (self.trace[-1]) if self._termination_info: (success, best_val, arg) = self._termination_info condition = 'Successfully converged.' if success else 'Maximum step limit reached.' print(""%s Minimum value of %r at %s=%r."" % (condition, best_val, self.key, arg))",1
1222,Python,print model summary,https://github.com/lrq3000/pyFileFixity/blob/fd5ef23bb13835faf1e3baa773619b86a1cc9bdf/pyFileFixity/lib/profilers/visual/pympler/tracker.py#L126-L134,"def print_diff(self, summary1=None, summary2=None): """"""Compute diff between to summaries and print it. If no summary is provided, the diff from the last to the current summary is used. If summary1 is provided the diff from summary1 to the current summary is used. If summary1 and summary2 are provided, the diff between these two is used. """""" summary.print_(self.diff(summary1=summary1, summary2=summary2))",0
147,Python,pretty print json,https://github.com/profusion/sgqlc/blob/684afb059c93f142150043cafac09b7fd52bfa27/examples/github/github-agile-dashboard.py#L35-L39,"def json_pretty_print(d, file=None): args = {'sort_keys': True, 'indent': 2, 'separators': (',', ': ')} if file: return json.dump(d, file, **args) return json.dumps(d, **args)",3
243,Python,pretty print json,https://github.com/sendgrid/sendgrid-python/blob/266c2abde7a35dfcce263e06bedc6a0bbdebeac9/examples/helpers/stats/stats_example.py#L13-L14,"def pprint_json(json_raw): print(json.dumps(json.loads(json_raw), indent=2, sort_keys=True))",3
530,Python,pretty print json,https://github.com/bulkan/robotframework-requests/blob/11baa3277f1cb728712e26d996200703c15254a8/src/RequestsLibrary/RequestsKeywords.py#L460-L477,"def to_json(self, content, pretty_print=False): """""" Convert a string to a JSON object ``content`` String content to convert into JSON ``pretty_print`` If defined, will output JSON is pretty print format """""" if PY3: if isinstance(content, bytes): content = content.decode(encoding='utf-8') if pretty_print: json_ = self._json_pretty_print(content) else: json_ = json.loads(content) logger.info('To JSON using : content=%s ' % (content)) logger.info('To JSON using : pretty_print=%s ' % (pretty_print)) return json_",3
699,Python,pretty print json,https://github.com/onecodex/onecodex/blob/326a0a1af140e3a57ccf31c3c9c5e17a5775c13d/onecodex/utils.py#L112-L121,"def pprint(j, no_pretty): """""" Prints as formatted JSON """""" if not no_pretty: click.echo( json.dumps(j, cls=PotionJSONEncoder, sort_keys=True, indent=4, separators=("","", "": "")) ) else: click.echo(j)",3
896,Python,pretty print json,https://github.com/MacHu-GWU/angora-project/blob/689a60da51cd88680ddbe26e28dbe81e6b01d275/angora/dtypes/dicttree.py#L378-L382,"def prettyprint(d): """"""Print dicttree in Json-like format. keys are sorted """""" print(json.dumps(d, sort_keys=True, indent=4, separators=("","" , "": "")))",3
1022,Python,pretty print json,https://github.com/PSPC-SPAC-buyandsell/von_anchor/blob/78ac1de67be42a676274f4bf71fe12f66e72f309/von_anchor/frill.py#L30-L45,"def ppjson(dumpit: Any, elide_to: int = None) -> str: """""" JSON pretty printer, whether already json-encoded or not :param dumpit: object to pretty-print :param elide_to: optional maximum length including ellipses ('...') :return: json pretty-print """""" if elide_to is not None: elide_to = max(elide_to, 3) # make room for ellipses '...' try: rv = json.dumps(json.loads(dumpit) if isinstance(dumpit, str) else dumpit, indent=4) except TypeError: rv = '{}'.format(pformat(dumpit, indent=4, width=120)) return rv if elide_to is None or len(rv) <= elide_to else '{}...'.format(rv[0 : elide_to - 3])",3
1101,Python,pretty print json,https://github.com/alejandroesquiva/AutomaticApiRest-PythonConnector/blob/90e55d5cf953dc8d7186fc6df82a6c6a089a3bbe/build/lib/aarpy/AARConnector.py#L36-L38,"def printJson(self): jsonobject = self.getJson() print(json.dumps(jsonobject, indent=1, sort_keys=True))",3
1198,Python,pretty print json,https://github.com/mosesschwartz/scrypture/blob/d51eb0c9835a5122a655078268185ce8ab9ec86a/scrypture/demo_scripts/Utils/json_pretty_print.py#L8-L14,"def json_pretty_print(s): '''pretty print JSON''' s = json.loads(s) return json.dumps(s, sort_keys=True, indent=4, separators=(',', ': '))",3
2009,Python,pretty print json,https://github.com/deeshugupta/tes/blob/217db49aa211ebca2d9258380765a0c31abfca91/es_commands/base.py#L38-L40,"def pretty_print(response): parsed = json.loads(json.dumps(response)) click.echo(json.dumps(parsed, indent=4, sort_keys=True))",3
451,Python,pretty print json,https://github.com/markbaas/python-iresolve/blob/ba91e37221e91265e4ac5dbc6e8f5cffa955a04f/iresolve.py#L136-L141,"def output(results, output_format='pretty'): if output_format == 'pretty': for u, meta in results.items(): print('* {} can be imported from: {}'.format(u, ', '.join(meta['paths']))) elif output_format == 'json': print(json.dumps(results))",1
708,Python,postgresql connection,https://github.com/gabfl/dbschema/blob/37722e6654e9f0374fac5518ebdca22f4c39f92f/src/schema_change.py#L81-L91,"def get_connection(engine, host, user, port, password, database, ssl={}): """""" Returns a PostgreSQL or MySQL connection """""" if engine == 'mysql': # Connection return get_mysql_connection(host, user, port, password, database, ssl) elif engine == 'postgresql': # Connection return get_pg_connection(host, user, port, password, database, ssl) else: raise RuntimeError('`%s` is not a valid engine.' % engine)",3
256,Python,postgresql connection,https://github.com/Riffstation/flask-philo/blob/76c9d562edb4a77010c8da6dfdb6489fa29cbc9e/flask_philo/db/postgresql/connection.py#L58-L102,"def initialize(g, app): """""" If postgresql url is defined in configuration params a scoped session will be created """""" if 'DATABASES' in app.config and 'POSTGRESQL' in app.config['DATABASES']: # Database connection established for console commands for k, v in app.config['DATABASES']['POSTGRESQL'].items(): init_db_conn(k, v) if 'test' not in sys.argv: # Establish a new connection every request @app.before_request def before_request(): """""" Assign postgresql connection pool to the global flask object at the beginning of every request """""" # inject stack context if not testing from flask import _app_ctx_stack for k, v in app.config['DATABASES']['POSTGRESQL'].items(): init_db_conn(k, v, scopefunc=_app_ctx_stack) g.postgresql_pool = pool # avoid to close connections if testing @app.teardown_request def teardown_request(exception): """""" Releasing connection after finish request, not required in unit testing """""" pool = getattr(g, 'postgresql_pool', None) if pool is not None: for k, v in pool.connections.items(): v.session.remove() else: @app.before_request def before_request(): """""" Assign postgresql connection pool to the global flask object at the beginning of every request """""" for k, v in app.config['DATABASES']['POSTGRESQL'].items(): init_db_conn(k, v) g.postgresql_pool = pool",2
863,Python,postgresql connection,https://github.com/Azure/azure-cli-extensions/blob/3d4854205b0f0d882f688cfa12383d14506c2e35/src/db-up/azext_db_up/custom.py#L381-L394,"def _run_postgresql_commands(host, user, password, database): # Connect to postgresql and get cursor to run sql commands connection = psycopg2.connect(user=user, host=host, password=password, database=database) connection.set_session(autocommit=True) logger.warning('Successfully Connected to PostgreSQL.') cursor = connection.cursor() try: db_password = _create_db_password(database) cursor.execute(""CREATE USER root WITH ENCRYPTED PASSWORD '{}'"".format(db_password)) logger.warning(""Ran Database Query: `CREATE USER root WITH ENCRYPTED PASSWORD '%s'`"", db_password) except psycopg2.ProgrammingError: pass cursor.execute(""GRANT ALL PRIVILEGES ON DATABASE {} TO root"".format(database)) logger.warning(""Ran Database Query: `GRANT ALL PRIVILEGES ON DATABASE %s TO root`"", database)",2
1478,Python,postgresql connection,https://github.com/django-extensions/django-extensions/blob/7e0bef97ea6cb7f9eea5e2528e3a985a83a7b9b8/django_extensions/management/commands/sqldsn.py#L100-L141,"def _postgresql(self, dbhost, dbport, dbname, dbuser, dbpass, dsn_style=None): # noqa """"""PostgreSQL psycopg2 driver accepts two syntaxes Plus a string for .pgpass file """""" dsn = [] if dsn_style is None or dsn_style == 'all' or dsn_style == 'keyvalue': dsnstr = ""host='{0}' dbname='{2}' user='{3}' password='{4}'"" if dbport is not None: dsnstr += "" port='{1}'"" dsn.append(dsnstr.format(dbhost, dbport, dbname, dbuser, dbpass,)) if dsn_style == 'all' or dsn_style == 'kwargs': dsnstr = ""host='{0}', database='{2}', user='{3}', password='{4}'"" if dbport is not None: dsnstr += "", port='{1}'"" dsn.append(dsnstr.format(dbhost, dbport, dbname, dbuser, dbpass)) if dsn_style == 'all' or dsn_style == 'uri': dsnstr = ""postgresql://{user}:{password}@{host}/{name}"" dsn.append(dsnstr.format( host=""{host}:{port}"".format(host=dbhost, port=dbport) if dbport else dbhost, # noqa name=dbname, user=dbuser, password=dbpass)) if dsn_style == 'all' or dsn_style == 'pgpass': dsn.append(':'.join(map(str, filter( None, [dbhost, dbport, dbname, dbuser, dbpass])))) return dsn",2
1664,Python,postgresql connection,https://github.com/datajoint/datajoint-python/blob/4f29bb154a7ed2b8b64b4d3a9c8be4c16b39621c/datajoint/connection.py#L20-L44,"def conn(host=None, user=None, password=None, init_fun=None, reset=False): """""" Returns a persistent connection object to be shared by multiple modules. If the connection is not yet established or reset=True, a new connection is set up. If connection information is not provided, it is taken from config which takes the information from dj_local_conf.json. If the password is not specified in that file datajoint prompts for the password. :param host: hostname :param user: mysql user :param password: mysql password :param init_fun: initialization function :param reset: whether the connection should be reset or not """""" if not hasattr(conn, 'connection') or reset: host = host if host is not None else config['database.host'] user = user if user is not None else config['database.user'] password = password if password is not None else config['database.password'] if user is None: # pragma: no cover user = input(""Please enter DataJoint username: "") if password is None: # pragma: no cover password = getpass(prompt=""Please enter DataJoint password: "") init_fun = init_fun if init_fun is not None else config['connection.init_function'] conn.connection = Connection(host, user, password, init_fun) return conn.connection",2
1933,Python,postgresql connection,https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/hooks/mssql_hook.py#L38-L49,"def get_conn(self): """""" Returns a mssql connection object """""" conn = self.get_connection(self.mssql_conn_id) conn = pymssql.connect( server=conn.host, user=conn.login, password=conn.password, database=self.schema or conn.schema, port=conn.port) return conn",2
192,Python,postgresql connection,https://github.com/Fizzadar/pyinfra/blob/006f751f7db2e07d32522c0285160783de2feb79/pyinfra/modules/postgresql.py#L48-L123,"def role( state, host, name, present=True, password=None, login=True, superuser=False, inherit=False, createdb=False, createrole=False, replication=False, connection_limit=None, # Details for speaking to PostgreSQL via `psql` CLI postgresql_user=None, postgresql_password=None, postgresql_host=None, postgresql_port=None, ): ''' Add/remove PostgreSQL roles. + name: name of the role + present: whether the role should be present or absent + login: whether the role can login + superuser: whether role will be a superuser + inherit: whether the role inherits from other roles + createdb: whether the role is allowed to create databases + createrole: whether the role is allowed to create new roles + replication: whether this role is allowed to replicate + connection_limit: the connection limit for the role + postgresql_*: global module arguments, see above Updates: pyinfra will not attempt to change existing roles - it will either create or drop roles, but not alter them (if the role exists this operation will make no changes). ''' roles = host.fact.postgresql_roles( postgresql_user, postgresql_password, postgresql_host, postgresql_port, ) is_present = name in roles # User not wanted? if not present: if is_present: yield make_execute_psql_command( 'DROP ROLE {0}'.format(name), user=postgresql_user, password=postgresql_password, host=postgresql_host, port=postgresql_port, ) return # If we want the user and they don't exist if not is_present: sql_bits = ['CREATE ROLE {0}'.format(name)] for key, value in ( ('LOGIN', login), ('SUPERUSER', superuser), ('INHERIT', inherit), ('CREATEDB', createdb), ('CREATEROLE', createrole), ('REPLICATION', replication), ): if value: sql_bits.append(key) if connection_limit: sql_bits.append('CONNECTION LIMIT {0}'.format(connection_limit)) if password: sql_bits.append(""PASSWORD '{0}'"".format(password)) yield make_execute_psql_command( ' '.join(sql_bits), user=postgresql_user, password=postgresql_password, host=postgresql_host, port=postgresql_port, )",1
270,Python,postgresql connection,https://github.com/CivicSpleen/ambry/blob/d7f2be4bf1f7ffd086f3fadd4fcae60c32473e42/ambry/orm/database.py#L785-L793,"def migrate(self, connection): # use transactions if connection.engine.name == 'sqlite': self._migrate_sqlite(connection) elif connection.engine.name == 'postgresql': self._migrate_postgresql(connection) else: raise DatabaseMissingError( 'Do not know how to migrate {} engine.'.format(self.connection))",1
406,Python,postgresql connection,https://github.com/nickw444/flask-ldap3-login/blob/3cf0faff52d0e04d4813119a2ba36d706e6fb31f/flask_ldap3_login/__init__.py#L705-L736,"def connection(self): """""" Convenience property for externally accessing an authenticated connection to the server. This connection is automatically handled by the appcontext, so you do not have to perform an unbind. Returns: ldap3.Connection: A bound ldap3.Connection Raises: ldap3.core.exceptions.LDAPException: Since this method is performing a bind on behalf of the caller. You should handle this case occuring, such as invalid service credentials. """""" ctx = stack.top if ctx is None: raise Exception(""Working outside of the Flask application "" ""context. If you wish to make a connection outside of a flask"" "" application context, please handle your connections "" ""and use manager.make_connection()"") if hasattr(ctx, 'ldap3_manager_main_connection'): return ctx.ldap3_manager_main_connection else: connection = self._make_connection( bind_user=self.config.get('LDAP_BIND_USER_DN'), bind_password=self.config.get('LDAP_BIND_USER_PASSWORD'), contextualise=False ) connection.bind() if ctx is not None: ctx.ldap3_manager_main_connection = connection return connection",1
82,Python,positions of substrings in string,https://github.com/SpheMakh/Stimela/blob/292e80461a0c3498da8e7e987e2891d3ae5981ad/stimela/utils/__init__.py#L321-L329,"def substitute_globals(string, globs=None): sub = set(re.findall('\{(.*?)\}', string)) globs = globs or inspect.currentframe().f_back.f_globals if sub: for item in map(str, sub): string = string.replace(""${%s}""%item, globs[item]) return string else: return False",3
138,Python,positions of substrings in string,https://github.com/ChrisCummins/labm8/blob/dd10d67a757aefb180cb508f86696f99440c94f5/text.py#L40-L52,"def get_substring_idxs(substr, string): """""" Return a list of indexes of substr. If substr not found, list is empty. Arguments: substr (str): Substring to match. string (str): String to match in. Returns: list of int: Start indices of substr. """""" return [match.start() for match in re.finditer(substr, string)]",3
1014,Python,positions of substrings in string,https://github.com/hollenstein/maspy/blob/f15fcfd24df306d8420540460d902aa3073ec133/maspy/auxiliary.py#L471-L491,"def findAllSubstrings(string, substring): """""" Returns a list of all substring starting positions in string or an empty list if substring is not present in string. :param string: a template string :param substring: a string, which is looked for in the ``string`` parameter. :returns: a list of substring starting positions in the template string """""" #TODO: solve with regex? what about '.': #return [m.start() for m in re.finditer('(?='+substring+')', string)] start = 0 positions = [] while True: start = string.find(substring, start) if start == -1: break positions.append(start) #+1 instead of +len(substring) to also find overlapping matches start += 1 return positions",3
1069,Python,positions of substrings in string,https://github.com/ibis-project/ibis/blob/1e39a5fd9ef088b45c155e8a5f541767ee8ef2e7/ibis/expr/api.py#L1943-L1962,"def _string_substr(self, start, length=None): """""" Pull substrings out of each string value by position and maximum length. Parameters ---------- start : int First character to start splitting, indices starting at 0 (like Python) length : int, optional Maximum length of each substring. If not supplied, splits each string to the end Returns ------- substrings : type of caller """""" op = ops.Substring(self, start, length) return op.to_expr()",3
912,Python,positions of substrings in string,https://github.com/mcs07/ChemDataExtractor/blob/349a3bea965f2073141d62043b89319222e46af1/chemdataextractor/text/processors.py#L91-L95,"def __call__(self, value): for substring in self.substrings: if value.startswith(substring): return value[len(substring):] return value",2
949,Python,positions of substrings in string,https://github.com/cfusting/fastgp/blob/6cf3c5d14abedaea064feef6ca434ee806a11756/fastgp/algorithms/evolutionary_feature_synthesis.py#L314-L332,"def build_operation_stack(string): stack = [] start = 0 for i, s in enumerate(string): if s == '(': substring = string[start:i] start = i + 1 stack.append(substring) elif s == ',': if i != start: substring = string[start:i] stack.append(substring) start = i + 1 elif s == ')': if i != start: substring = string[start:i] stack.append(substring) start = i + 1 return stack",2
974,Python,positions of substrings in string,https://github.com/samuelcolvin/buildpg/blob/33cccff45279834d02ec7e97d8417da8fd2a875d/buildpg/funcs.py#L84-L85,"def position(substring, string): return logic.Func('position', logic.SqlBlock(substring).in_(string))",2
686,Python,positions of substrings in string,https://github.com/hydpy-dev/hydpy/blob/1bc6a82cf30786521d86b36e27900c6717d3348d/hydpy/core/selectiontools.py#L659-L721,"def search_nodenames(self, *substrings: str, name: str = 'nodenames') -> \ 'Selection': """"""Return a new selection containing all nodes of the current selection with a name containing at least one of the given substrings. >>> from hydpy.core.examples import prepare_full_example_2 >>> hp, pub, _ = prepare_full_example_2() Pass the (sub)strings as positional arguments and, optionally, the name of the newly created |Selection| object as a keyword argument: >>> test = pub.selections.complete.copy('test') >>> from hydpy import prepare_model >>> test.search_nodenames('dill', 'lahn_1') Selection(""nodenames"", nodes=(""dill"", ""lahn_1""), elements=()) Wrong string specifications result in errors like the following: >>> test.search_nodenames(['dill', 'lahn_1']) Traceback (most recent call last): ... TypeError: While trying to determine the nodes of selection \ `test` with names containing at least one of the given substrings \ `['dill', 'lahn_1']`, the following error occurred: 'in <string>' \ requires string as left operand, not list Method |Selection.select_nodenames| restricts the current selection to the one determined with the the method |Selection.search_nodenames|: >>> test.select_nodenames('dill', 'lahn_1') Selection(""test"", nodes=(""dill"", ""lahn_1""), elements=(""land_dill"", ""land_lahn_1"", ""land_lahn_2"", ""land_lahn_3"", ""stream_dill_lahn_2"", ""stream_lahn_1_lahn_2"", ""stream_lahn_2_lahn_3"")) On the contrary, the method |Selection.deselect_nodenames| restricts the current selection to all devices not determined by the method |Selection.search_nodenames|: >>> pub.selections.complete.deselect_nodenames('dill', 'lahn_1') Selection(""complete"", nodes=(""lahn_2"", ""lahn_3""), elements=(""land_dill"", ""land_lahn_1"", ""land_lahn_2"", ""land_lahn_3"", ""stream_dill_lahn_2"", ""stream_lahn_1_lahn_2"", ""stream_lahn_2_lahn_3"")) """""" try: selection = Selection(name) for node in self.nodes: for substring in substrings: if substring in node.name: selection.nodes += node break return selection except BaseException: values = objecttools.enumeration(substrings) objecttools.augment_excmessage( f'While trying to determine the nodes of selection ' f'`{self.name}` with names containing at least one ' f'of the given substrings `{values}`')",1
759,Python,positions of substrings in string,https://github.com/alvations/lazyme/blob/961a8282198588ff72e15643f725ce895e51d06d/lazyme/string.py#L45-L53,"def deduplicate(s, ch): """""" From http://stackoverflow.com/q/42216559/610569 s = 'this is an irritating string with random spacing .' deduplicate(s) 'this is an irritating string with random spacing .' """""" return ch.join([substring for substring in s.strip().split(ch) if substring])",1
999,Python,positions of substrings in string,https://github.com/mcs07/ChemDataExtractor/blob/349a3bea965f2073141d62043b89319222e46af1/chemdataextractor/text/processors.py#L104-L108,"def __call__(self, value): for substring in self.substrings: if value.endswith(substring): return value[:-len(substring)] return value",1
11,Python,parse query string in url,https://github.com/keon/algorithms/blob/4d6569464a62a75c1357acc97e2dd32ee2f9f4a3/algorithms/strings/strip_url_params.py#L85-L95,"def strip_url_params3(url, strip=None): if not strip: strip = [] parse = urllib.parse.urlparse(url) query = urllib.parse.parse_qs(parse.query) query = {k: v[0] for k, v in query.items() if k not in strip} query = urllib.parse.urlencode(query) new = parse._replace(query=query) return new.geturl()",3
281,Python,parse query string in url,https://github.com/TeamHG-Memex/MaybeDont/blob/34721f67b69d426adda324a0ed905d3860828af9/maybedont/predict.py#L238-L241,"def _parse_url(url): p = urlsplit(url) query = {k: v[0] for k, v in parse_qs(p.query).items() if len(v) == 1} return ''.join([p.netloc, p.path]), query",3
1261,Python,parse query string in url,https://github.com/zeromake/aiko/blob/53b246fa88652466a9e38ac3d1a99a6198195b0f/aiko/request.py#L329-L336,"def url(self) -> str: """""" path + query 的url """""" url_str = self.parse_url.path or """" if self.parse_url.querystring is not None: url_str += ""?"" + self.parse_url.querystring return url_str",3
1278,Python,parse query string in url,https://github.com/knipknap/exscript/blob/72718eee3e87b345d5a5255be9824e867e42927b/Exscript/util/url.py#L72-L103,"def _urlparse_qs(url): """""" Parse a URL query string and return the components as a dictionary. Based on the cgi.parse_qs method.This is a utility function provided with urlparse so that users need not use cgi module for parsing the url query string. Arguments: :type url: str :param url: URL with query string to be parsed """""" # Extract the query part from the URL. querystring = urlparse(url)[4] # Split the query into name/value pairs. pairs = [s2 for s1 in querystring.split('&') for s2 in s1.split(';')] # Split the name/value pairs. result = OrderedDefaultDict(list) for name_value in pairs: pair = name_value.split('=', 1) if len(pair) != 2: continue if len(pair[1]) > 0: name = _unquote(pair[0].replace('+', ' ')) value = _unquote(pair[1].replace('+', ' ')) result[name].append(value) return result",3
